epoch,acc,loss,val_acc,val_loss
83,0.9860022397084038,0.05154978122649775,0.9482758559029678,0.10160873025313191
84,0.986562150055991,0.04248597515039855,0.9479166666666666,0.1191445564230283
85,0.9843225077979375,0.04801902932522679,0.9252873590622825,0.14078455670982942
86,0.985442328626605,0.04486487926821426,0.9770114942528736,0.0401040263816543
87,0.9832026875699889,0.053130335413328345,0.9310344854990641,0.1303079739726823
88,0.9848824188129899,0.049369890878992816,0.9635416666666666,0.09265004595120747
89,0.9871220604703248,0.03831191900762972,0.919540222348838,0.1474644848327527
90,0.9843225077979375,0.042248702796816424,0.9655172441197538,0.0594016268164262
91,0.9882418806982735,0.04809142051792358,0.9367816119358457,0.12177759897092293
92,0.9843225077979375,0.04799142405641039,0.9479166666666666,0.11916240304708481
93,0.9843225083986562,0.0478731839347126,0.977011496993317,0.059258369878790844
94,0.9837625973836038,0.04021008490414796,0.9425287280959644,0.1162158771492969
95,0.9876819715521237,0.04008970592767501,0.9252873501558413,0.13863477967251306
96,0.9871220604703248,0.04111720233934557,0.9583333333333334,0.10382379839817683
97,0.9899216125419933,0.03369387765159499,0.9310344896097292,0.10813186035074036
98,0.9865621494552723,0.042279162847782166,0.9310344827586207,0.15483691475364839
99,0.9888017917800724,0.03790757478051063,0.977011496993317,0.05783849971732874
100,0.9876819708846585,0.03990437203031638,0.9427083333333334,0.12009470940877993
101,0.9893617021276596,0.035685563219079175,0.9540229912461906,0.10792523571129503
102,0.9893617021276596,0.03509405794921607,0.9310344882395075,0.12370361721721189
103,0.9893617027951248,0.03496226263081306,0.9655172441197538,0.09982746753884458
104,0.9860022396416573,0.04260952666522841,0.953125,0.11305343111356099
105,0.986562150055991,0.03620408501263295,0.9540229912461906,0.07146941682045486
106,0.9893617021276596,0.03685911371261048,0.9425287411130708,0.1615192357493543
107,0.9848824188129899,0.04270387925249332,0.948275864809409,0.06157868295565419
108,0.9888017917133258,0.03502872479038703,0.9479166666666666,0.11231110990047455
109,0.991041434038126,0.03595598832957555,0.948275864809409,0.11418398229897707
110,0.9826427771556551,0.04093889317664027,0.9425287383726273,0.11384470829333382
111,0.9949608062709966,0.025880942014770838,0.9712643678160919,0.10206779264898479
112,0.9910414333706606,0.033440080299255964,0.9583333333333334,0.0962117537856102
113,0.9888017917133258,0.036778972345463776,0.9367816133060675,0.16477883924012895
114,0.9882418812989922,0.03729125257677421,0.9195402326255009,0.1507200739164462
115,0.98712206113779,0.03692045088227492,0.9885057471264368,0.036517435117442716
116,0.9904815236905388,0.03358619190410431,0.9479166666666666,0.12431334642072518
117,0.9876819708846585,0.034767935928562185,0.9540229912461906,0.06674283340402033
118,0.9893617027951248,0.031008984180206946,0.9655172468601972,0.11367048049110105
119,0.9893617027951248,0.03684697928447339,0.9425287383726273,0.14107406362034808
120,0.9893617021276596,0.03139442590264497,0.953125,0.09932222714026769
121,0.9904815223556083,0.031281944126524824,0.948275864809409,0.1253147704162817
122,0.9910414333706606,0.029997871230248975,0.9425287356321839,0.1049756143970051
123,0.990481522956327,0.02968316096687337,0.9655172413793104,0.10684539231032818
124,0.9904815223556083,0.028259295924313258,0.9635416666666666,0.07802136490742366
125,0.9927211640129431,0.027519653085097753,0.9310344882395075,0.189964870954382
126,0.9938409854423292,0.02209582988252031,0.9712643678160919,0.07354592585979008
127,0.9910414333706606,0.02790227131073312,0.9425287411130708,0.09818178706470577
128,0.9899216119412746,0.027205848747244875,0.9583333333333334,0.08042992651462555
129,0.9927211646136618,0.028305452255988944,0.954022993986634,0.10713830418970394
130,0.9932810744272769,0.025288924908584604,0.919540222348838,0.17854502625849056
131,0.9921612541993281,0.025917738237525655,0.9655172413793104,0.09782902474365272
132,0.9899216125419933,0.031756984268097165,0.9583333333333334,0.08941744392116864
133,0.9932810750279956,0.024084673830478014,0.9367816146762892,0.1391602504527432
134,0.9916013437849944,0.025153514648050337,0.9540229912461906,0.11520227395940101
135,0.9860022396416573,0.02868856877622519,0.9597701149425287,0.11685718273765397
136,0.9921612541993281,0.02314990603293043,0.9427083333333334,0.13437855492035547
137,0.9854423292273237,0.03159909758848229,0.9770114942528736,0.07209379937842317
138,0.9921612541993281,0.02214066488908193,0.9597701176829722,0.07748269465291636
139,0.9955207166853304,0.02191814198810503,0.9367816146762892,0.15000399039394555
140,0.9899216119412746,0.030906470381933258,0.9479166666666666,0.11497581625978152
141,0.9921612541993281,0.022213137425974527,0.9367816119358457,0.13997942731640806
142,0.9938409854423292,0.020710446881203343,0.9655172413793104,0.0978129889130935
143,0.9921612548667933,0.02525358903247859,0.9655172413793104,0.0674522639059558
144,0.9899216125419933,0.02430645396989277,0.9479166666666666,0.12378502637147903
145,0.9949608062709966,0.021120867566784378,0.9655172441197538,0.05433814120532452
146,0.9938409854423292,0.0234802294228422,0.9425287411130708,0.1675940556772824
147,0.9966405375139977,0.019437900321998228,0.9540229912461906,0.12140369389591546
148,0.9966405375139977,0.019732106891059194,0.9427083333333334,0.13395758299157023
149,0.9955207166853304,0.01980394064704288,0.9885057471264368,0.03945180506113617
